name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi.1,Laundry,Water Park,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,Beach nearby,wonderful Fitness Center,Beachfront,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,Private Beach Area,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
The Beverly Hills Chateau,90210,1.0,3.0,3.0,6.0,7.0,5.0,4.0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Crescent Hotel,90210,319.0,8.4,8.7,7.9,7.8,9.0,7.7,7.8,9.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,(8.7 miles from center)
Beautiful Beverly Hills Home with Pool,90210,24.0,1.0,10.0,3.0,10.0,9.0,7.0,9.0,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
3 bedroom Oasis in the Bird Streets,90210,42.0,4.0,10.0,2.0,2.0,6.0,8.0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,(8.7 miles from center)
Robmar,90210,15.0,2.0,8.0,3.0,4.0,7.0,9.0,10.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.9 miles from center)
Ysidro Modern Tower Groove,90210,24.0,7.0,7.0,3.0,10.0,3.0,8.0,8.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(10.6 miles from center)
Beverly Hills Home - Rodeo Drive,90210,29.0,2.0,9.0,6.0,4.0,10.0,9.0,8.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.7 miles from center)
Beverly Hills Spanish Apartment,90210,33.0,8.5,8.6,8.5,8.1,8.4,8.5,10.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,(9.3 miles from center)
Beverly Hills Guest House,90210,49.0,8.4,8.3,8.0,7.9,8.7,7.8,8.0,9.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
Casa Royal Beverly Hills,90210,45.0,4.0,4.0,1.0,4.0,3.0,8.0,6.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.9 miles from center)
Beautiful home in Beverly Hills with free Parking,90211,25.0,2.0,9.0,10.0,3.0,2.0,10.0,5.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,(7.5 miles from center)
Beverly Hills Modern Guesthouse,90211,51.0,4.0,6.0,4.0,3.0,10.0,4.0,9.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(7.5 miles from center)
"Beverly Wilshire, A Four Seasons Hotel",90212,427.0,8.9,9.1,9.0,8.7,9.2,7.6,8.4,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.7 miles from center)
SIXTY Beverly Hills,90212,654.0,8.1,8.3,8.1,7.8,8.4,7.0,7.1,9.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.7 miles from center)
The Peninsula Beverly Hills,90212,199.0,9.4,9.7,9.6,9.4,9.4,8.4,9.7,9.6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
Sirtaj Hotel,90212,332.0,8.4,8.7,8.2,8.0,8.6,7.6,9.1,9.2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,(8.7 miles from center)
Rexford Apartment 2,90212,34.0,10.0,5.0,9.0,7.0,9.0,2.0,3.0,6.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.7 miles from center)
Avalon Hotel Beverly Hills,90212,233.0,7.7,8.0,7.7,7.4,8.2,6.7,8.6,8.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.7 miles from center)
Mosaic Hotel,90212,98.0,8.4,8.7,8.4,8.2,8.6,7.4,8.7,8.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
Stylish Beverly Hills 3BR House,90212,4.0,3.0,4.0,2.0,8.0,1.0,5.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,(8.7 miles from center)
Four Points by Sheraton Los Angeles Westside,90230,376.0,8.1,8.5,8.3,8.1,8.1,7.5,8.5,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
Mayumi,90230,31.0,8.9,9.3,9.0,9.3,8.8,8.4,8.3,8.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(9.3 miles from center)
Courtyard Los Angeles Westside,90230,539.0,8.2,8.7,8.5,8.2,8.3,7.4,8.2,8.1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
DoubleTree by Hilton Hotel Los Angeles - Westside,90230,892.0,7.7,8.0,7.9,7.6,8.1,6.9,7.5,7.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.9 miles from center)
Sunburst Spa & Suites Motel,90230,320.0,7.2,7.3,7.2,6.8,7.5,6.7,7.5,7.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(9.9 miles from center)
Travelodge by Wyndham Culver City,90232,311.0,7.9,8.1,8.0,7.6,8.1,7.5,7.3,7.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(9.9 miles from center)
The Culver Hotel,90232,125.0,8.9,9.2,9.0,8.8,9.0,8.1,9.0,9.2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.7 miles from center)
Hampton Inn Los Angeles Int'l Airport/Hawthorne,90250,,8.5,9.0,8.8,8.6,8.8,8.2,8.1,7.8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.9 miles from center)
Venice on the Beach Hotel,90291,,8.5,8.7,8.1,7.9,9.1,7.6,8.6,9.5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Two Bedroom near Boardwalk,90291,7.0,8.5,8.9,8.2,7.9,7.9,8.2,10.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Venice Breeze Suites,90291,510.0,8.4,8.6,8.4,8.4,8.4,7.7,9.1,9.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,(13.7 miles from center)
Hotel Erwin,90291,,8.4,8.7,8.4,8.1,9.0,7.2,8.4,9.1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Venice Suites,90291,790.0,8.3,8.4,8.2,8.2,8.4,7.5,8.5,9.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Abbot Kinney Apartment,90291,341.0,8.3,8.5,8.3,8.2,7.9,7.7,8.5,9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(13 miles from center)
AIR Venice on the Beach,90291,,7.8,7.9,7.5,7.4,8.3,7.1,8.0,8.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,(13.7 miles from center)
Boutique 444 Venice Beach,90291,510.0,8.8,9.1,8.8,8.9,8.5,8.1,9.3,9.2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13 miles from center)
Venice Beach Vacation Condos,90291,252.0,8.3,8.6,8.4,8.3,8.0,7.7,8.7,8.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(13.7 miles from center)
"⛱Sophisticated 4BR Home near Venice Beach, Parking",90291,58.0,1.0,5.0,10.0,2.0,9.0,2.0,3.0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Flower Holiday Home 10120,90291,74.0,1.0,3.0,1.0,10.0,1.0,8.0,2.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Pacific Apartment 10433,90291,89.0,10.0,5.0,3.0,10.0,7.0,9.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Pacific Apartment 10430,90291,5.0,7.0,3.0,8.0,3.0,4.0,4.0,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Flower Apartment 10095,90291,10.0,4.0,4.0,5.0,9.0,6.0,1.0,6.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Pacific Apartment 10431,90291,52.0,4.0,3.0,2.0,4.0,6.0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Pacific Apartment 10429,90291,51.0,10.0,2.0,2.0,4.0,3.0,8.0,9.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Pacific Apartment 10428,90291,86.0,1.0,6.0,6.0,2.0,2.0,7.0,3.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
5th Apartment 10097,90291,87.0,6.0,5.0,9.0,5.0,1.0,3.0,7.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Broadway Apartment 10086,90291,53.0,9.0,6.0,10.0,6.0,3.0,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Flower Apartment 10090,90291,68.0,3.0,7.0,10.0,2.0,6.0,10.0,9.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Pacific Avenue,90291,17.0,10.0,2.0,7.0,3.0,10.0,9.0,9.0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(13.7 miles from center)
Venice Beach Suites & Hotel,90291,347.0,8.2,8.2,7.8,7.7,9.2,7.1,9.1,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,(13.7 miles from center)
2919 Sanborn Avenue,90291,43.0,5.0,2.0,8.0,3.0,4.0,9.0,10.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,(13 miles from center)
Venice House on the Canals,90291,11.0,8.5,7.3,9.1,8.0,8.3,8.4,10.0,9.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(13 miles from center)
Quintessential Venice Beach 3BR Luxury Apartment,90291,79.0,7.0,1.0,3.0,10.0,6.0,10.0,1.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Dwell At The Beach,90291,85.0,8.0,7.0,10.0,10.0,4.0,5.0,1.0,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,(13.7 miles from center)
⛱Chic Venice 4BR Condo Near Beach W/Parking,90291,10.0,10.0,8.0,1.0,7.0,10.0,9.0,4.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Abbot Kinney Villa,90291,36.0,7.0,4.0,4.0,2.0,1.0,8.0,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(13 miles from center)
Light Filled Venice Beach Cottage,90291,66.0,2.0,6.0,7.0,4.0,2.0,5.0,8.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(12.4 miles from center)
Venice Beach House,90291,552.0,8.9,9.3,8.9,8.5,9.3,8.1,8.0,9.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(13.7 miles from center)
Inn at Venice Beach,90291,530.0,8.4,8.8,8.4,8.0,8.9,7.2,8.9,9.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(13 miles from center)
Su Casa at Venice Beach,90291,573.0,8.1,8.1,8.0,7.8,8.5,7.4,8.3,8.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(13.7 miles from center)
PodShare Venice,90291,325.0,8.4,8.3,8.3,8.3,8.6,8.1,8.9,9.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(13 miles from center)
Bliss Beach House,90291,73.0,3.0,8.0,8.0,5.0,4.0,6.0,5.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,(13.7 miles from center)
Charming 3BD Venice Beach House,90291,4.0,2.0,10.0,4.0,5.0,8.0,7.0,9.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13 miles from center)
VE Venice Guest House,90291,8.0,9.2,9.4,9.1,9.7,9.4,8.8,10.0,8.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,(12.4 miles from center)
VE Venice Suite E,90291,45.0,5.0,7.0,6.0,8.0,3.0,7.0,3.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,(13 miles from center)
Beautiful Venice Bungalow,90291,27.0,7.0,9.0,9.0,3.0,5.0,3.0,4.0,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(13 miles from center)
VE Venice Suite A,90291,58.0,1.0,10.0,7.0,3.0,1.0,4.0,7.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,(13 miles from center)
112 Thornton Place House Home,90291,36.0,8.0,4.0,9.0,2.0,8.0,10.0,5.0,8.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
The Rose Hotel,90291,270.0,8.9,9.4,8.6,8.5,9.6,7.8,9.2,9.6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Venice Beach Studio C,90291,8.0,5.0,4.0,9.0,7.0,9.0,2.0,7.0,8.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(13.7 miles from center)
VE Canal Adjacent Home,90291,40.0,5.0,2.0,1.0,7.0,8.0,2.0,7.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,(13 miles from center)
Encore Motel,90291,812.0,7.8,7.9,7.9,7.5,7.9,7.5,8.1,7.9,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(11.8 miles from center)
Wavecrest Condo 103 Townhouse,90291,14.0,4.0,1.0,1.0,4.0,1.0,3.0,9.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,(13.7 miles from center)
VE Architectural Studio,90291,9.0,3.0,3.0,5.0,7.0,5.0,9.0,10.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,(13.7 miles from center)
Silicon Beach Luxury Venice Pool,90291,54.0,10.0,7.0,6.0,9.0,7.0,3.0,5.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
Santa Monica Beach Studio D,90291,9.0,9.0,6.0,10.0,3.0,4.0,9.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
3 BR Beautiful Venice Beach House + 1 Parking,90291,7.0,9.0,10.0,3.0,6.0,8.0,10.0,9.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(13 miles from center)
Samesun Venice Beach,90291,,8.1,7.9,7.6,7.7,8.6,7.6,8.3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,(13.7 miles from center)
Vibrant Venice Beach Home,90291,82.0,3.0,7.0,1.0,2.0,8.0,4.0,7.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,(13.7 miles from center)
Marina del Rey Suites,90292,355.0,9.0,9.2,9.2,9.1,8.9,8.5,9.5,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.8 miles from center)
"Walk to Beach 2-BDRM w/ Pool, Gym, Rooftop Lounge",90292,42.0,1.0,6.0,8.0,1.0,9.0,1.0,7.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Private bedroom and bathroom in the shared two bedroom apartment - PRIVATE MASTER BEDROOM,90292,48.0,1.0,4.0,7.0,5.0,8.0,9.0,1.0,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
MARINA'S GORGEOUS TOP FLOOR WITH VIEWS & AMAZING AMENITIES,90292,70.0,4.0,8.0,3.0,3.0,6.0,8.0,9.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Groovy 2-Bedroom Condo with Terrace,90292,5.0,8.5,8.5,8.5,8.5,8.1,7.5,10.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(13 miles from center)
Marina Studio by the Venice Beach,90292,8.0,8.8,8.8,8.5,8.8,8.8,8.1,9.7,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Global Luxury Suites at Marina Del Rey,90292,19.0,8.0,8.5,8.8,8.5,7.1,7.0,10.0,8.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Ramada by Wyndham Marina del Rey,90292,,8.0,8.4,8.1,7.6,8.4,7.4,7.6,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(12.4 miles from center)
"Marina Del Rey/Venice 2 Bed, 2 Bath. Pool, Gym",90292,6.0,9.7,9.6,9.6,10.0,9.6,9.6,9.6,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
Luxury Penthouse in Marina Del Rey/ Venice Beach,90292,43.0,9.0,4.0,8.0,10.0,5.0,4.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,(13 miles from center)
Hilton Garden Inn Los Angeles Marina Del Rey,90292,401.0,8.5,8.9,8.7,8.3,8.8,7.6,8.1,8.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Marina del Rey Marriott,90292,341.0,8.1,8.4,8.4,8.0,8.4,6.9,3.8,8.6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,(13 miles from center)
Marina Del Rey Private Suite,90292,99.0,7.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
"Luxury Apartment with pool, by the Pacific Ocean",90292,18.0,8.7,8.5,8.9,8.6,8.9,8.1,9.3,11.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
"The Ritz-Carlton, Marina del Rey",90292,257.0,8.5,9.0,8.8,8.6,8.9,7.3,6.0,8.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(12.4 miles from center)
Venice/Marina Del Rey Apartment,90292,28.0,1.0,1.0,1.0,4.0,8.0,8.0,10.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.8 miles from center)
Venice Style Studio Venice Beach,90292,14.0,8.3,8.6,8.0,8.2,8.5,7.0,9.3,7.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Chic 2 Bedroom/2 Bathroom Suite at the Beach,90292,15.0,7.3,6.8,8.2,7.5,8.0,6.7,6.8,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
H&M Home 4311,90292,96.0,8.0,7.0,7.0,1.0,3.0,6.0,3.0,5.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,(11.8 miles from center)
